NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
NPBWR2	1	ENSG00000125522	
RBMS3	1	ENSG00000144642	
MAP7D1	1	ENSG00000116871	
CXXC1P1	1	ENSG00000187893	
LST1	1	ENSG00000204482	
TLE2	1	ENSG00000065717	
SEPTIN7P8	1	ENSG00000229000	
PPATP1	1	ENSG00000241293	
KAT6B	1	ENSG00000156650	
NGB	1	ENSG00000165553	
PTPRU	1	ENSG00000060656	
SLC66A1	1	ENSG00000040487	
RNVU1-4	1	ENSG00000277610	
HMGB1P33	1	ENSG00000261174	
PDSS1	1	ENSG00000148459	
FAM221B	1	ENSG00000204930	
TNR-IT1	1	ENSG00000235628	
MICAL1	1	ENSG00000135596	
ZNF692	1	ENSG00000171163	
MIR320E	1	ENSG00000211513	
TDRD15	1	ENSG00000218819	
MRPL40P1	1	ENSG00000256037	
OR2H1	1	ENSG00000204688	
AHCYL2	1	ENSG00000158467	
ENY2	1	ENSG00000120533	
HAPLN4	1	ENSG00000187664	
DPYSL5	1	ENSG00000157851	
PHF2	1	ENSG00000197724	
KDM4B	1	ENSG00000127663	
CALR	1	ENSG00000179218	
REG4	1	ENSG00000134193	
USF1P1	1	ENSG00000226501	
LTC4S	1	ENSG00000213316	
SIGLEC11	1	ENSG00000161640	
PFN1P6	1	ENSG00000227212	
CCDC7	1	ENSG00000216937	
ELMO1	1	ENSG00000155849	
COPS7B	1	ENSG00000144524	
MIR1915HG	1	ENSG00000204682	
CPM	1	ENSG00000135678	
MIR1183	1	ENSG00000221783	
CSNK1G2-AS1	1	ENSG00000180846	
RNU6-430P	1	ENSG00000252887	
RNPEP	1	ENSG00000176393	
RPP40	1	ENSG00000124787	
BASP1	1	ENSG00000176788	
RPS2P45	1	ENSG00000244378	
DIAPH3-AS2	1	ENSG00000223815	
AL732437.3	1	ENSG00000287566	
RGS4	1	ENSG00000117152	
AC074035.1	1	ENSG00000236513	
PDZK1	1	ENSG00000174827	
AL590428.1	1	ENSG00000231652	
CYRIA	1	ENSG00000197872	
LINC02395	1	ENSG00000257771	
RNA5SP301	1	ENSG00000199407	
LINC02227	1	ENSG00000276778	
SYF2	1	ENSG00000117614	
PDE6H	1	ENSG00000139053	
SNORA20	1	ENSG00000207392	
SEC16A	1	ENSG00000148396	
AC245407.2	1	ENSG00000287978	
AC025048.4	1	ENSG00000267416	
S100A11	1	ENSG00000163191	
CDK10	1	ENSG00000185324	
FA2H	1	ENSG00000103089	
LINC00540	1	ENSG00000276476	
LINC02839	1	ENSG00000254123	
LINC02510	1	ENSG00000250341	
LINC01035	1	ENSG00000226486	
AIDAP3	1	ENSG00000264189	
MUC17	1	ENSG00000169876	
UBA1	1	ENSG00000130985	
LINC01299	1	ENSG00000254081	
ICMT	1	ENSG00000116237	
GCNT1	1	ENSG00000187210	
TPST2P1	1	ENSG00000260582	
CLEC4O	1	ENSG00000267453	
CLEC4A	1	ENSG00000111729	
BARX1-DT	1	ENSG00000235601	
FRMD6-AS2	1	ENSG00000258537	
CRKL	1	ENSG00000099942	
DLEU7	1	ENSG00000186047	
ANGEL2	1	ENSG00000174606	
UHRF1BP1L	1	ENSG00000111647	
GTF3C5	1	ENSG00000148308	
LSM3P3	1	ENSG00000225787	
TAS2R63P	1	ENSG00000256019	
SERINC3	1	ENSG00000132824	
TSIX	1	ENSG00000270641	
MBL3P	1	ENSG00000219430	
ZNF649-AS1	1	ENSG00000268095	
ARHGAP23	1	ENSG00000275832	
CD86	1	ENSG00000114013	
KDM5B	1	ENSG00000117139	
ZBTB37	1	ENSG00000185278	
IGHVII-60-1	1	ENSG00000254329	
KRT8P42	1	ENSG00000220378	
LPAR3	1	ENSG00000171517	
DUOXA2	1	ENSG00000140274	
RTRAFP2	1	ENSG00000225165	
ZFP36L1	1	ENSG00000185650	
GCKR	1	ENSG00000084734	
YWHAEP1	1	ENSG00000232727	
TBPL2	1	ENSG00000182521	
SEPHS1P6	1	ENSG00000213938	
RN7SL79P	1	ENSG00000239595	
AL136171.2	1	ENSG00000286071	
DPY19L3	1	ENSG00000178904	
MCFD2P1	1	ENSG00000237154	
RPL7AP7	1	ENSG00000213880	
PROZ	1	ENSG00000126231	
SEM1P1	1	ENSG00000214857	
CYB561D2	2	ENSG00000114395:ENSG00000271858	
CDC37P2	1	ENSG00000261089	
ATP5MC1P4	1	ENSG00000227440	
ARHGAP15-AS1	1	ENSG00000231758	
SDS	1	ENSG00000135094	
SCHIP1	1	ENSG00000151967	
RNU6-540P	1	ENSG00000207352	
PROK1	1	ENSG00000143125	
YWHAH	1	ENSG00000128245	
TTC28	1	ENSG00000100154	
SH3BP5-AS1	1	ENSG00000224660	
SCG5	1	ENSG00000166922	
ASB15-AS1	1	ENSG00000230442	
RNU2-52P	1	ENSG00000222612	
TMEM256	1	ENSG00000205544	
GSK3A	1	ENSG00000105723	
NOD1	1	ENSG00000106100	
MAU2	1	ENSG00000129933	
MCCD1P1	1	ENSG00000235963	
SNORA22	1	ENSG00000206634	
RPL23AP66	1	ENSG00000243141	
BMP7	1	ENSG00000101144	
SPRED2	1	ENSG00000198369	
TNFSF14	1	ENSG00000125735	
LINC01635	1	ENSG00000228397	
KPNA4	1	ENSG00000186432	
NECAP1	1	ENSG00000089818	
INSYN1	1	ENSG00000205363	
KYAT1	2	ENSG00000286112:ENSG00000171097	
TMIE	1	ENSG00000181585	
PPM1N	1	ENSG00000213889	
RGS18	1	ENSG00000150681	
SSTR5-AS1	1	ENSG00000261713	
FGF17	1	ENSG00000158815	
PPIL3	1	ENSG00000240344	
MIR4538	1	ENSG00000263413	
BANF1P5	1	ENSG00000225935	
NPIPA3	1	ENSG00000224712	
ADAM23	1	ENSG00000114948	
TRAJ32	1	ENSG00000211857	
CCR5	1	ENSG00000160791	
FRMD8P1	1	ENSG00000227942	
CYP2F1	1	ENSG00000197446	
RNASE6	1	ENSG00000169413	
CD177P1	1	ENSG00000204933	
SCRN1	1	ENSG00000136193	
CAPG	1	ENSG00000042493	
LINC00347	1	ENSG00000236678	
ZNF805	1	ENSG00000204524	
DANCR	1	ENSG00000226950	
TRMT1	1	ENSG00000104907	
CRPPA	1	ENSG00000214960	
SDHDP2	1	ENSG00000227073	
TRAV17	1	ENSG00000211797	
GFI1B	1	ENSG00000165702	
AL021917.1	1	ENSG00000287050	
H2BP2	1	ENSG00000234571	
LINC01301	1	ENSG00000251396	
RAB36	1	ENSG00000100228	
DNAJC5G	1	ENSG00000163793	
PMP22	1	ENSG00000109099	
RN7SL313P	1	ENSG00000275655	
CFAP36	1	ENSG00000163001	
KRTAP19-5	1	ENSG00000186977	
NOVA2	1	ENSG00000104967	
CRTC2	1	ENSG00000160741	
FAM126A	1	ENSG00000122591	
KLK2	1	ENSG00000167751	
ACSL6	1	ENSG00000164398	
SKIL	1	ENSG00000136603	
RMC1	1	ENSG00000141452	
RNA5SP212	1	ENSG00000212525	
POLR2J4	2	ENSG00000214783:ENSG00000272655	
PLAAT5	1	ENSG00000168004	
XPNPEP3	1	ENSG00000196236	
POLA2	1	ENSG00000014138	
CACNA1A	1	ENSG00000141837	
LINC00113	1	ENSG00000225298	
CYC1	1	ENSG00000179091	
ZNF847P	1	ENSG00000215812	
TIGAR	1	ENSG00000078237	
RPL21P34	1	ENSG00000238180	
GRIFIN	1	ENSG00000275572	
IGSF10	1	ENSG00000152580	
LCE2C	1	ENSG00000187180	
SMARCE1P5	1	ENSG00000230793	
NME4	1	ENSG00000103202	
HTR3A	1	ENSG00000166736	
PKM	1	ENSG00000067225	
TMC1	1	ENSG00000165091	
DPM3	1	ENSG00000179085	
OR51Q1	1	ENSG00000167360	
SRSF7	1	ENSG00000115875	
TMEM252	1	ENSG00000181778	
SPTBN4	1	ENSG00000160460	
TINAG	1	ENSG00000137251	
MCMBP	1	ENSG00000197771	
LINC02237	1	ENSG00000253434	
DCAF10	1	ENSG00000122741	
NRBF2P2	1	ENSG00000226933	
RP2	1	ENSG00000102218	
LINC01894	1	ENSG00000264345	
CDC26	1	ENSG00000176386	
WDPCP	1	ENSG00000143951	
SREK1	1	ENSG00000153914	
HERPUD1	1	ENSG00000051108	
AL138724.1	1	ENSG00000272269	
BPIFC	1	ENSG00000184459	
IFIT2	1	ENSG00000119922	
LINC01830	1	ENSG00000234207	
IMMP1LP3	1	ENSG00000271098	
MTCO2P15	1	ENSG00000255417	
BCRP8	1	ENSG00000236794	
MEIKIN	1	ENSG00000239642	
RNU6-8	1	ENSG00000202337	
IFFO1	1	ENSG00000010295	
RNU6-1315P	1	ENSG00000252996	
CCDC153	1	ENSG00000248712	
ALS2	1	ENSG00000003393	
AL445209.1	1	ENSG00000271776	
PDXDC2P	1	ENSG00000255185	
AMPD2	1	ENSG00000116337	
E2F3-IT1	1	ENSG00000224707	
PPP1R35-AS1	1	ENSG00000240211	
SHANK3	1	ENSG00000251322	
GPR176-DT	1	ENSG00000246863	
C9orf78	1	ENSG00000136819	
RND3	1	ENSG00000115963	
PCNT	1	ENSG00000160299	
SLC22A11	1	ENSG00000168065	
CALHM6	1	ENSG00000188820	
LINC00102	1	ENSG00000230542	
AIG1P1	1	ENSG00000249089	
KLHDC8A	1	ENSG00000162873	
MIR5685	1	ENSG00000264056	
DNER	1	ENSG00000187957	
ERCC1	1	ENSG00000012061	
KIR3DL1	1	ENSG00000167633	
SYNE1	1	ENSG00000131018	
KLHL15	1	ENSG00000174010	
CDK2AP2	1	ENSG00000167797	
FDPSP1	1	ENSG00000225462	
C17orf64	1	ENSG00000141371	
OGFOD2	1	ENSG00000111325	
LINC01731	1	ENSG00000234283	
DGAT2L6	1	ENSG00000184210	
BHLHA9	1	ENSG00000205899	
TRAV36DV7	1	ENSG00000211815	
ARID4B	1	ENSG00000054267	
MIR148B	1	ENSG00000199122	
UBE2R2-AS1	1	ENSG00000235481	
ARID3C	1	ENSG00000205143	
OR7E128P	1	ENSG00000228915	
E2F6	1	ENSG00000169016	
LRRC8A	1	ENSG00000136802	
MT1P1	1	ENSG00000213761	
PWWP2B	1	ENSG00000171813	
RPS26P52	1	ENSG00000242307	
CNBD2	1	ENSG00000149646	
LINC01868	1	ENSG00000234169	
L3MBTL4	1	ENSG00000154655	
TSPOAP1	1	ENSG00000005379	
CBWD2	1	ENSG00000136682	
CYB5R2	1	ENSG00000166394	
QSOX1	1	ENSG00000116260	
NIFKP6	1	ENSG00000268144	
FEM1C	1	ENSG00000145780	
ENPP7P12	1	ENSG00000254527	
BICRA-AS1	1	ENSG00000269806	
NDOR1	1	ENSG00000188566	
MCF2L2	1	ENSG00000053524	
CNOT11	1	ENSG00000158435	
SNRNP40	1	ENSG00000060688	
AASDHPPT	1	ENSG00000149313	
MRPS9-AS2	1	ENSG00000224509	
LINC02832	1	ENSG00000227308	
RN7SL510P	1	ENSG00000266308	
SIPA1L2	1	ENSG00000116991	
DNAH2	1	ENSG00000183914	
PSMC1P10	1	ENSG00000236348	
CLEC2D	1	ENSG00000069493	
CRCP	1	ENSG00000241258	
SLFNL1	1	ENSG00000171790	
PSTPIP1	1	ENSG00000140368	
ART5	1	ENSG00000167311	
FSIP2-AS1	1	ENSG00000231646	
TEX264	1	ENSG00000164081	
ARHGAP19-SLIT1	1	ENSG00000269891	
CYP2D8P	1	ENSG00000226450	
GAPDHS	1	ENSG00000105679	
CISD2	1	ENSG00000145354	
CES4A	1	ENSG00000172824	
C11orf97	1	ENSG00000257057	
TMPRSS13	1	ENSG00000137747	
ITPRID2	1	ENSG00000138434	
PLCH1-AS2	1	ENSG00000242925	
ANGPT4	1	ENSG00000101280	
SLC12A5-AS1	1	ENSG00000204044	
SAR1AP2	1	ENSG00000213170	
GAL3ST2	1	ENSG00000154252	
HEIH	1	ENSG00000278970	
APP	1	ENSG00000142192	
MICALL2	1	ENSG00000164877	
MYADM	1	ENSG00000179820	
C2orf81	1	ENSG00000284308	
IPPK	1	ENSG00000127080	
LINC01585	1	ENSG00000245479	
CTSZ	1	ENSG00000101160	
IL18R1	1	ENSG00000115604	
ATG3	1	ENSG00000144848	
LLGL1	1	ENSG00000131899	
ARHGEF2	1	ENSG00000116584	
MTND2P41	1	ENSG00000283131	
SCAT8	1	ENSG00000236345	
RN7SL306P	1	ENSG00000242241	
LINC01055	1	ENSG00000235366	
CHRM4	1	ENSG00000180720	
HOXC4	1	ENSG00000198353	
RPL7P57	1	ENSG00000224401	
HOXA5	1	ENSG00000106004	
NKAIN4	1	ENSG00000101198	
CARNS1	1	ENSG00000172508	
TTC33	1	ENSG00000113638	
RPS12P31	1	ENSG00000242325	
RNF157	1	ENSG00000141576	
RNU6-484P	1	ENSG00000206743	
RNA5SP435	1	ENSG00000200914	
TTI1	1	ENSG00000101407	
FOCAD-AS1	1	ENSG00000227071	
NRIP1	1	ENSG00000180530	
EFCAB7	1	ENSG00000203965	
TRIM50	1	ENSG00000146755	
SNORD3C	1	ENSG00000264940	
AKR1C8P	1	ENSG00000264006	
ZCCHC12	1	ENSG00000174460	
EIF4A1P11	1	ENSG00000231564	
IRF8	1	ENSG00000140968	
TRAV13-2	1	ENSG00000211791	
PLA2G2C	1	ENSG00000187980	
SBK2	1	ENSG00000187550	
EIF4A1P1	1	ENSG00000233300	
RN7SKP172	1	ENSG00000223273	
AC020915.2	1	ENSG00000268516	
AGR3	1	ENSG00000173467	
HSPB9	1	ENSG00000260325	
TUBB3	1	ENSG00000258947	
RHOQP1	1	ENSG00000258568	
DUSP28	1	ENSG00000188542	
ROBO2	1	ENSG00000185008	
ERRFI1	1	ENSG00000116285	
RASL11A	1	ENSG00000122035	
PRSS44P	1	ENSG00000226074	
FRMD3	1	ENSG00000172159	
GNA14	1	ENSG00000156049	
MSR1	1	ENSG00000038945	
R3HDM2	1	ENSG00000179912	
FOXRED1	1	ENSG00000110074	
LINC02775	1	ENSG00000283518	
TNFAIP8L2	1	ENSG00000163154	
LRRC47	1	ENSG00000130764	
EMC9	1	ENSG00000100908	
ARPC2	1	ENSG00000163466	
TNKS2-AS1	1	ENSG00000228701	
IGHV7-81	1	ENSG00000211979	
SLC33A1	1	ENSG00000169359	
MTFR2P2	1	ENSG00000235647	
TMEM218	1	ENSG00000150433	
LINC02156	1	ENSG00000257906	
EIF3I	1	ENSG00000084623	
NDUFB1P2	1	ENSG00000234523	
XIRP1	1	ENSG00000168334	
CD2	1	ENSG00000116824	
REST	1	ENSG00000084093	
NOSTRIN	1	ENSG00000163072	
ADD2	1	ENSG00000075340	
CALM1	1	ENSG00000198668	
INO80E	1	ENSG00000169592	
MGC27382	1	ENSG00000237413	
NAP1L3	1	ENSG00000186310	
PPIAP4	1	ENSG00000258591	
SCNN1B	1	ENSG00000168447	
RN7SL615P	1	ENSG00000263989	
H4P1	1	ENSG00000240680	
LINC01807	1	ENSG00000232023	
AC092902.2	1	ENSG00000272840	
ARGFXP2	1	ENSG00000265293	
ATXN1-AS1	1	ENSG00000229931	
SLC25A6P5	1	ENSG00000228948	
RN7SL812P	1	ENSG00000242876	
TMEM95	1	ENSG00000182896	
SNAPC4	1	ENSG00000165684	
THEMIS	1	ENSG00000172673	
RNVU1-3	1	ENSG00000201183	
LINC00378	1	ENSG00000225249	
THRB	1	ENSG00000151090	
EFHD1	1	ENSG00000115468	
LINC00092	1	ENSG00000225194	
TPRG1	1	ENSG00000188001	
STX16-NPEPL1	1	ENSG00000254995	
PRMT6	1	ENSG00000198890	
IL1RL2	1	ENSG00000115598	
ENPP7P7	1	ENSG00000273819	
AL021997.1	1	ENSG00000270326	
PTAR1	1	ENSG00000188647	
COL4A3	1	ENSG00000169031	
MIGA2	1	ENSG00000148343	
RPL12P9	1	ENSG00000232687	
BOLA1	1	ENSG00000178096	
SHOX2	1	ENSG00000168779	
NR5A2	1	ENSG00000116833	
CHMP4B	1	ENSG00000101421	
CALML3	1	ENSG00000178363	
OR10G2	1	ENSG00000255582	
RN7SL113P	1	ENSG00000278590	
RN7SL749P	1	ENSG00000242853	
SIRPG-AS1	1	ENSG00000237914	
DLEU2	1	ENSG00000231607	
FSD2	1	ENSG00000186628	
TECRP1	1	ENSG00000235043	
BDNF	1	ENSG00000176697	
IFITM10	1	ENSG00000244242	
TRBJ2-2	1	ENSG00000211765	
DHFRP1	1	ENSG00000188985	
RN7SL398P	1	ENSG00000244356	
SPIN4-AS1	1	ENSG00000233661	
NXPE1	1	ENSG00000095110	
TXLNB	1	ENSG00000164440	
ELF4	1	ENSG00000102034	
GPRIN1	1	ENSG00000169258	
FLJ37453	1	ENSG00000179743	
SEPTIN9-DT	1	ENSG00000263718	
SKP1P1	1	ENSG00000231234	
PRRG1	1	ENSG00000130962	
TMEM203	1	ENSG00000187713	
SNORD66	1	ENSG00000212158	
CT45A11P	1	ENSG00000230162	
RNU5F-1	1	ENSG00000199377	
MIR3183	1	ENSG00000264429	
SFTA3	2	ENSG00000229415:ENSG00000257520	
HNRNPLL	1	ENSG00000143889	
LINCADL	1	ENSG00000287148	
TAS2R10	1	ENSG00000121318	
ZNF205	1	ENSG00000122386	
C11orf24	1	ENSG00000171067	
AC073342.1	1	ENSG00000231840	
ZNF726	1	ENSG00000213967	
MCHR1	1	ENSG00000128285	
VPS45	1	ENSG00000136631	
STK25P1	1	ENSG00000267570	
ZNF75A	1	ENSG00000162086	
CELP	1	ENSG00000170827	
MIR6503	1	ENSG00000275344	
TMEM42	1	ENSG00000169964	
KIRREL3-AS3	1	ENSG00000218109	
AC037441.1	1	ENSG00000248738	
CEP83	1	ENSG00000173588	
AFAP1L2	1	ENSG00000169129	
OR6D1P	1	ENSG00000224402	
LINC00323	1	ENSG00000226496	
LINC02016	1	ENSG00000244215	
CA13	1	ENSG00000185015	
RN7SL19P	1	ENSG00000243532	
TMEFF1	1	ENSG00000241697	
AMIGO3	1	ENSG00000176020	
FTH1P22	1	ENSG00000225079	
ZNF285B	1	ENSG00000176761	
SUDS3	1	ENSG00000111707	
RXRG	1	ENSG00000143171	
CYP46A1	1	ENSG00000036530	
MED26	1	ENSG00000105085	
RAPGEF3	1	ENSG00000079337	
MTND3P10	1	ENSG00000233286	
FAM83A-AS1	1	ENSG00000204949	
EIF5B	1	ENSG00000158417	
ZPR1	1	ENSG00000109917	
CAMTA1-DT	1	ENSG00000237436	
LRRC52-AS1	1	ENSG00000237463	
HIRIP3	1	ENSG00000149929	
MECOM-AS1	1	ENSG00000241479	
DNAJB4	1	ENSG00000162616	
BZW1	1	ENSG00000082153	
CARD8-AS1	1	ENSG00000268001	
WARS2-IT1	1	ENSG00000224238	
PRPF38B	1	ENSG00000134186	
HMGN3P1	1	ENSG00000183586	
POU5F1	1	ENSG00000204531	
RNF139	1	ENSG00000170881	
DKC1	1	ENSG00000130826	
CLDN23	1	ENSG00000253958	
GRK1	1	ENSG00000185974	
HSPE1P27	1	ENSG00000235112	
ADAMTS1	1	ENSG00000154734	
COPS3	1	ENSG00000141030	
TNFSF15	1	ENSG00000181634	
MTATP6P27	1	ENSG00000234003	
PSMD12	1	ENSG00000197170	
FOXP1	1	ENSG00000114861	
FABP5P11	1	ENSG00000240122	
PRSS40A	1	ENSG00000183292	
ZP3P2	1	ENSG00000226066	
LINC00686	1	ENSG00000237687	
PIN4	1	ENSG00000102309	
ZFR	1	ENSG00000056097	
THAP12	1	ENSG00000137492	
CCDC167	1	ENSG00000198937	
C4orf46	1	ENSG00000205208	
OR9H1P	1	ENSG00000228336	
TRIM65	1	ENSG00000141569	
LRMDA	1	ENSG00000148655	
HMGXB4	1	ENSG00000100281	
FEZF1-AS1	1	ENSG00000230316	
PPP1R16B	1	ENSG00000101445	
H1-10-AS1	1	ENSG00000206417	
MTND1P8	1	ENSG00000263177	
IGKV1D-8	1	ENSG00000239819	
PEG3	1	ENSG00000198300	
NT5DC2	1	ENSG00000168268	
MYADML2	1	ENSG00000185105	
LINC01865	1	ENSG00000233684	
MTCYBP23	1	ENSG00000259671	
WDR5B	1	ENSG00000196981	
RNU4-86P	1	ENSG00000222067	
TRAJ22	1	ENSG00000211867	
ZNF584	1	ENSG00000171574	
NCF4	1	ENSG00000100365	
TMEM236	1	ENSG00000148483	
CEP135	1	ENSG00000174799	
SYNE4	1	ENSG00000181392	
ANAPC1	1	ENSG00000153107	
IGF2BP2-AS1	1	ENSG00000163915	
PRLHR	1	ENSG00000119973	
LINC01357	1	ENSG00000224167	
SPATA31E1	1	ENSG00000177992	
AC124242.1	1	ENSG00000245281	
CBFA2T3	1	ENSG00000129993	
NRG1	1	ENSG00000157168	
C9orf152	1	ENSG00000188959	
LGALS12	1	ENSG00000133317	
RNU6-674P	1	ENSG00000200701	
TRGV10	1	ENSG00000211694	
MTCO1P43	1	ENSG00000228898	
MT-RNR1	1	ENSG00000211459	
CEP41	1	ENSG00000106477	
FBXO27	1	ENSG00000161243	
ANG	1	ENSG00000214274	
INTS11	1	ENSG00000127054	
ASAH2B	1	ENSG00000204147	
IL4I1	1	ENSG00000104951	
WDFY3-AS2	1	ENSG00000180769	
AC016134.1	1	ENSG00000260926	
ZKSCAN7-AS1	1	ENSG00000236869	
SNORA12	1	ENSG00000212464	
FANCF	1	ENSG00000183161	
RAP2B	1	ENSG00000181467	
AOX3P	1	ENSG00000244301	
LINC02067	1	ENSG00000240567	
NAGA	1	ENSG00000198951	
SAAL1	1	ENSG00000166788	
PGM5	1	ENSG00000154330	
MIR10B	1	ENSG00000207744	
DNAJC8	1	ENSG00000126698	
LINC02154	1	ENSG00000235385	
AC234772.1	1	ENSG00000204915	
MED15P5	1	ENSG00000236595	
DSC2	1	ENSG00000134755	
SEC22B	1	ENSG00000265808	
SOX5-AS1	1	ENSG00000256120	
LINC01298	1	ENSG00000253351	
OR7A8P	1	ENSG00000269552	
ADAMTS17	1	ENSG00000140470	
AC020637.1	1	ENSG00000258231	
CRYM	1	ENSG00000103316	
LINC02853	1	ENSG00000259245	
CCNT2	1	ENSG00000082258	
TSPYL6	1	ENSG00000178021	
CNOT9	1	ENSG00000144580	
LINC00395	1	ENSG00000231061	
MAPK6P2	1	ENSG00000223488	
DPPA3P3	1	ENSG00000270415	
FBXO36-IT1	1	ENSG00000231534	
RNU6-1086P	1	ENSG00000222862	
HMGN1P2	1	ENSG00000229046	
ARHGAP18	1	ENSG00000146376	
UBA3	1	ENSG00000144744	
NPFFR2	1	ENSG00000056291	
FAM217B	1	ENSG00000196227	
MRPL36	1	ENSG00000171421	
TCTA	1	ENSG00000145022	
HCG17	1	ENSG00000270604	
PIK3CD-AS2	1	ENSG00000231789	
MYO3B	1	ENSG00000071909	
TSSC2	1	ENSG00000223756	
H3P37	1	ENSG00000270433	
AL050403.1	1	ENSG00000232900	
NQO2-AS1	1	ENSG00000224846	
UAP1L1	1	ENSG00000197355	
CSTF3	1	ENSG00000176102	
DUPD1	1	ENSG00000188716	
RPL22P21	1	ENSG00000233979	
LINC01950	1	ENSG00000251027	
PPIAP16	1	ENSG00000213509	
CNPY3	1	ENSG00000137161	
SLITRK6	1	ENSG00000184564	
SUCO	1	ENSG00000094975	
PAFAH1B3	1	ENSG00000079462	
MYL6	1	ENSG00000092841	
STARD4-AS1	1	ENSG00000246859	
TNFSF9	1	ENSG00000125657	
STAMBP	1	ENSG00000124356	
SNRPA	1	ENSG00000077312	
EGLN2	1	ENSG00000269858	
SLIT1-AS1	1	ENSG00000234855	
NXPH2	1	ENSG00000144227	
GPAA1	1	ENSG00000197858	
LGR5	1	ENSG00000139292	
IZUMO4	1	ENSG00000099840	
LDHBP1	1	ENSG00000232662	
GFOD1-AS1	1	ENSG00000237786	
FREM2-AS1	1	ENSG00000225350	
THYN1	1	ENSG00000151500	
CITED2	1	ENSG00000164442	
AZIN1-AS1	1	ENSG00000253320	
LAIR1	1	ENSG00000167613	
AL450226.1	1	ENSG00000225084	
XRCC1	1	ENSG00000073050	
MYH11	1	ENSG00000133392	
ZBTB41	1	ENSG00000177888	
LINC01820	1	ENSG00000228100	
RPSAP13	1	ENSG00000233924	
DHRS4L1	2	ENSG00000225766:ENSG00000285467	
ZHX1-C8orf76	1	ENSG00000259305	
HARS2	1	ENSG00000112855	
ATP6V1G2	1	ENSG00000213760	
CLDN24	1	ENSG00000185758	
H3P8	1	ENSG00000270915	
RNU6ATAC27P	1	ENSG00000221216	
PPIAP46	1	ENSG00000260266	
MYD88	1	ENSG00000172936	
MIR302A	1	ENSG00000207927	
SYT17	1	ENSG00000103528	
CCT7	1	ENSG00000135624	
IFNA20P	1	ENSG00000226393	
SERPINB6	1	ENSG00000124570	
EEF1GP1	1	ENSG00000186676	
MOSPD2	1	ENSG00000130150	
PLA2G1B	1	ENSG00000170890	
LINC01213	1	ENSG00000244541	
LINC02084	1	ENSG00000272282	
OR14L1P	1	ENSG00000198452	
RIPOR1	1	ENSG00000039523	
LINC02582	1	ENSG00000261780	
AARD	1	ENSG00000205002	
GPR108	1	ENSG00000125734	
OR5B2	1	ENSG00000172365	
LINC01338	1	ENSG00000281327	
CCR3	1	ENSG00000183625	
DGUOK-AS1	1	ENSG00000237883	
GGTLC2	1	ENSG00000100121	
IL2RB	1	ENSG00000100385	
ISX	1	ENSG00000175329	
C1QTNF6	1	ENSG00000133466	
EMB	1	ENSG00000170571	
BOK-AS1	1	ENSG00000234235	
SH2D3C	1	ENSG00000095370	
RNU6-534P	1	ENSG00000201747	
MPDU1	1	ENSG00000129255	
ADAMTSL5	1	ENSG00000185761	
MKNK1	1	ENSG00000079277	
RN7SKP299	1	ENSG00000271765	
RPSAP16	1	ENSG00000235145	
NCOA2	1	ENSG00000140396	
ABHD15-AS1	1	ENSG00000264031	
MIR4257	1	ENSG00000264553	
CLTRN	1	ENSG00000147003	
CDH12P3	1	ENSG00000253492	
MROH1	1	ENSG00000179832	
TTLL8	1	ENSG00000138892	
AC016747.2	1	ENSG00000271889	
PLCH1-AS1	1	ENSG00000239508	
DPY30	1	ENSG00000162961	
COPRSP1	1	ENSG00000236440	
PRPF40A	1	ENSG00000196504	
HOXB13	1	ENSG00000159184	
PRR15	1	ENSG00000176532	
ATP6V0E2-AS1	1	ENSG00000204934	
RNU6-446P	1	ENSG00000199697	
CCDC14	1	ENSG00000175455	
ACVR1	1	ENSG00000115170	
CITED4	1	ENSG00000179862	
FAR2P3	1	ENSG00000240253	
ADGRE4P	1	ENSG00000268758	
RNU6-621P	1	ENSG00000201622	
STX18-IT1	1	ENSG00000248221	
APBB3	1	ENSG00000113108	
RPGRIP1L	1	ENSG00000103494	
HSPE1P8	1	ENSG00000217897	
TICRR	1	ENSG00000140534	
MIR3164	1	ENSG00000265539	
LINC01685	1	ENSG00000238063	
SERPINB12	1	ENSG00000166634	
NR4A1AS	1	ENSG00000259884	
TM4SF18	1	ENSG00000163762	
HENMT1	1	ENSG00000162639	
MRGPRX7P	1	ENSG00000254529	
RNF175	1	ENSG00000145428	
LINC02735	1	ENSG00000255433	
MTND5P24	1	ENSG00000224852	
SUN1	1	ENSG00000164828	
COPB1	1	ENSG00000129083	
SRMP3	1	ENSG00000229173	
CHCHD2	1	ENSG00000106153	
MIR610	1	ENSG00000207874	
PSMC3IP	1	ENSG00000131470	
ARFGAP1	1	ENSG00000101199	
ATP8A2P3	1	ENSG00000233963	
PCSK6-AS1	1	ENSG00000259764	
MRPL28	1	ENSG00000086504	
MORC2-AS1	1	ENSG00000235989	
IQCC	1	ENSG00000160051	
FAM174B	1	ENSG00000185442	
AKR7A2P1	1	ENSG00000229020	
SAMD5	1	ENSG00000203727	
DEFA3	1	ENSG00000239839	
CPEB2-DT	1	ENSG00000247624	
ELL	1	ENSG00000105656	
PTPN3	1	ENSG00000070159	
TMEM79	1	ENSG00000163472	
SCAANT1	1	ENSG00000280620	
C7orf77	1	ENSG00000275356	
CROCCP3	1	ENSG00000080947	
ATPSCKMT	1	ENSG00000150756	
PSME2P2	1	ENSG00000225131	
